17;LO 916/48 C/AR EURO 6;1;MOTOR;11957;11957
17;LO 916/48 C/AR EURO 6;7;SUSPENSAO;13266;13266
17;LO 916/48 C/AR EURO 6;10;FREIO;20636;20636
17;LO 916/48 C/AR EURO 6;12;ELETRICA;16943;14236
17;LO 916/48 C/AR EURO 6;15;SISTEMA PNEUMATICO;16240;16240
17;LO 916/48 C/AR EURO 6;18;AR CONDICIONADO;11469;11469
