18;1721 L C/AR - EURO 6;1;MOTOR;3753;3753
18;1721 L C/AR - EURO 6;3;EMBREAGEM;12160;12160
18;1721 L C/AR - EURO 6;4;CAIXA DE MARCHA;10385;10385
18;1721 L C/AR - EURO 6;10;FREIO;19345;19345
18;1721 L C/AR - EURO 6;12;ELETRICA;7381;5498
18;1721 L C/AR - EURO 6;15;SISTEMA PNEUMATICO;16024;16024
18;1721 L C/AR - EURO 6;18;AR CONDICIONADO;6171;4357
